model,prompt,story_id,num_chains,avg_chain_size,coref_ratio
internvl3,original,3761,6.0,5.333333333333333,0.7101120599669639
internvl3,original,6847,6.0,4.833333333333333,0.6663867063780647
internvl3,original,13596,5.0,8.8,0.9421093490398186
internvl3,original,8085,9.0,4.222222222222222,0.4370796780610105
internvl3,original,6878,6.0,5.833333333333333,0.748969830450033
internvl3,original,1201,5.0,4.8,0.743420937403751
internvl3,original,515,8.0,2.875,0.3442679766686569
internvl3,original,11719,7.0,7.428571428571429,0.7855530778074692
internvl3,original,11543,5.0,3.4,0.5906363091998973
internvl3,original,345,7.0,4.428571428571429,0.5592564348363973
internvl3,original,11340,6.0,5.166666666666667,0.6960918947706721
internvl3,original,12423,6.0,5.5,0.7235908405593221
internvl3,original,5201,7.0,3.142857142857143,0.42053279340106575
internvl3,original,723,5.0,7.0,0.8847461328637138
internvl3,original,9914,7.0,5.857142857142857,0.6834400870560381
internvl3,original,2702,7.0,3.857142857142857,0.500695837915262
internvl3,original,9418,7.0,6.142857142857143,0.7045604551402622
internvl3,original,8061,6.0,5.666666666666667,0.7365394569289215
internvl3,original,9334,6.0,7.5,0.8476993843927046
internvl3,original,5265,4.0,7.5,0.9536235050787859
internvl3,original,4797,7.0,4.428571428571429,0.5592564348363973
internvl3,original,5540,8.0,3.75,0.4367153108489706
internvl3,original,948,7.0,3.2857142857142856,0.4371630286577889
internvl3,original,7150,7.0,4.714285714285714,0.5866276548898999
internvl3,original,6921,5.0,8.6,0.9374483042619981
internvl3,original,6111,6.0,3.5,0.5243805889562654
internvl3,original,2722,7.0,7.285714285714286,0.7776239717434635
internvl3,original,12358,8.0,5.375,0.5856610836852646
internvl3,original,7065,7.0,7.571428571428571,0.7932323467023805
internvl3,original,7702,3.0,6.333333333333333,0.9706895565769862
internvl3,original,11260,11.0,3.6363636363636362,0.3187707832256003
internvl3,original,11457,11.0,3.272727272727273,0.2887943717865695
internvl3,original,4173,7.0,5.571428571428571,0.6611100463266596
internvl3,original,13683,9.0,4.555555555555555,0.46651849568592313
internvl3,original,7596,9.0,4.777777777777778,0.48559127633000954
internvl3,original,733,7.0,6.285714285714286,0.7146765836067003
internvl3,original,7195,5.0,8.0,0.9211864116892152
internvl3,original,10408,11.0,4.545454545454546,0.3908880577635153
internvl3,original,5349,12.0,3.5,0.2834447634278623
internvl3,original,8154,10.0,5.2,0.47729897621846734
internvl3,original,6215,7.0,6.0,0.6941496359503724
internvl3,original,2926,8.0,5.0,0.5540592114453677
internvl3,original,1467,4.0,3.75,0.7329915688790408
internvl3,original,5721,9.0,5.0,0.5042127000567824
internvl3,original,1214,5.0,5.6,0.806789922025664
internvl3,original,3295,4.0,5.5,0.8790497469034001
internvl3,original,5062,9.0,3.6666666666666665,0.38588435025437795
internvl3,original,11541,6.0,7.166666666666667,0.8313393309780901
internvl3,original,4047,7.0,8.285714285714286,0.8280764763159343
internvl3,original,10486,7.0,4.142857142857143,0.5306090197278226
internvl3,original,3230,8.0,6.5,0.6704089978322184
internvl3,original,11678,7.0,3.142857142857143,0.42053279340106575
internvl3,original,8551,3.0,2.3333333333333335,0.6499394116396263
internvl3,original,3891,7.0,4.428571428571429,0.5592564348363973
internvl3,original,6729,4.0,4.75,0.8288773922429453
internvl3,original,5047,8.0,5.0,0.5540592114453677
internvl3,original,10499,12.0,5.333333333333333,0.4170159899011177
internvl3,original,2400,11.0,5.090909090909091,0.43202976812080424
internvl3,original,721,7.0,5.285714285714286,0.6375439926172
internvl3,large,5062,8.0,4.125,0.4738172693763117
internvl3,large,10499,9.0,4.0,0.4169141953231067
internvl3,large,9914,5.0,4.8,0.743420937403751
internvl3,large,345,10.0,4.1,0.38812484618825505
internvl3,large,7195,5.0,5.0,0.7607546086956449
internvl3,large,5349,10.0,4.7,0.4378198649220604
internvl3,large,12423,8.0,4.25,0.48582949024120664
internvl3,large,1111,5.0,7.6,0.9081674793916036
internvl3,large,2722,6.0,3.5,0.5243805889562654
internvl3,large,10486,7.0,4.428571428571429,0.5592564348363973
internvl3,large,6847,6.0,6.666666666666667,0.8038014861305588
internvl3,large,515,9.0,5.777777777777778,0.5657587616675981
internvl3,large,6878,6.0,6.833333333333333,0.8133993691420995
internvl3,large,7065,4.0,7.0,0.940876806546837
internvl3,large,3891,6.0,3.6666666666666665,0.5441934667013559
internvl3,large,13683,7.0,3.857142857142857,0.500695837915262
internvl3,large,3295,7.0,4.857142857142857,0.599833913905728
internvl3,large,13596,4.0,5.0,0.8474072141058118
internvl3,large,8154,10.0,3.9,0.37102429945261917
internvl3,large,12358,8.0,5.375,0.5856610836852646
internvl3,large,1214,5.0,6.0,0.8329225598595321
internvl3,large,6111,8.0,5.5,0.5958202352150785
internvl3,large,5201,8.0,3.375,0.3980657062931662
internvl3,large,11457,8.0,2.125,0.2592399110935987
internvl3,large,7702,5.0,5.4,0.7923983238844522
internvl3,large,11340,6.0,4.666666666666667,0.6506837713662316
internvl3,large,5047,7.0,3.142857142857143,0.42053279340106575
internvl3,large,6921,7.0,5.142857142857143,0.6252907543498986
internvl3,large,6729,6.0,4.666666666666667,0.6506837713662316
internvl3,large,3230,6.0,4.0,0.5820499548410306
internvl3,large,10408,12.0,4.0,0.32126385894317583
internvl3,large,8551,8.0,2.375,0.2881103839568279
internvl3,large,721,7.0,3.142857142857143,0.42053279340106575
internvl3,large,1201,7.0,3.2857142857142856,0.4371630286577889
internvl3,large,9418,4.0,5.0,0.8474072141058118
internvl3,large,2400,9.0,3.5555555555555554,0.3753390402210108
internvl3,large,7596,10.0,5.9,0.5294715647667677
internvl3,large,5721,6.0,2.3333333333333335,0.36984352628266143
internvl3,large,2926,11.0,3.727272727272727,0.326169069641717
internvl3,large,11719,5.0,6.0,0.8329225598595321
internvl3,large,11543,7.0,3.857142857142857,0.500695837915262
internvl3,large,3761,9.0,4.555555555555555,0.46651849568592313
internvl3,large,11260,10.0,5.4,0.49257950649061033
internvl3,large,948,11.0,4.181818181818182,0.3625511361463088
internvl3,large,4797,9.0,3.888888888888889,0.4066735995862745
internvl3,large,4047,9.0,5.222222222222222,0.5223767567494481
internvl3,large,723,3.0,3.3333333333333335,0.8031484075308158
internvl3,large,9334,6.0,5.666666666666667,0.7365394569289215
internvl3,large,11678,8.0,3.0,0.35794928685212757
internvl3,large,6215,11.0,3.5454545454545454,0.31133344920917017
internvl3,large,5540,10.0,4.2,0.39657689920341427
internvl3,large,5265,5.0,6.2,0.844748220757281
internvl3,large,1467,7.0,3.5714285714285716,0.46953702445290096
internvl3,large,11541,10.0,3.3,0.3182245223383665
internvl3,large,8061,5.0,4.6,0.7250275395140692
internvl3,large,8085,9.0,3.3333333333333335,0.3539561160022159
internvl3,large,4173,8.0,2.5,0.30235529968831276
internvl3,large,733,7.0,6.714285714285714,0.7433008215591527
internvl3,large,2702,6.0,10.5,0.9410432289267583
internvl3,large,7150,5.0,4.6,0.7250275395140692
llama4scout,original,5540,3.0,10.666666666666666,0.9983304048763797
llama4scout,original,5201,5.0,5.2,0.7770670098724379
llama4scout,original,10408,2.0,19.0,0.9999999876834932
llama4scout,original,2400,6.0,3.0,0.46146262313113756
llama4scout,original,6215,1.0,9.0,0.9999999635977413
llama4scout,original,6921,4.0,4.5,0.808330888044811
llama4scout,original,5047,3.0,11.0,0.9986618834337605
llama4scout,original,11543,8.0,5.375,0.5856610836852646
llama4scout,original,12423,6.0,6.5,0.7937660760548836
llama4scout,original,1467,1.0,6.0,0.9999861613873877
llama4scout,original,733,7.0,2.7142857142857144,0.36894555529406187
llama4scout,original,5349,7.0,2.142857142857143,0.2965071971140714
llama4scout,original,515,6.0,8.333333333333334,0.8824157217706717
llama4scout,original,4173,2.0,4.0,0.9633178018017488
llama4scout,original,10499,11.0,2.6363636363636362,0.2349778264539864
llama4scout,original,2926,6.0,4.166666666666667,0.6000907329398486
llama4scout,original,8551,4.0,6.0,0.9044700003543296
llama4scout,original,9418,3.0,2.6666666666666665,0.7093805217562799
llama4scout,original,11678,2.0,9.5,0.9998430632357624
llama4scout,original,7596,3.0,2.0,0.5813184571171806
llama4scout,original,3761,5.0,3.4,0.5906363091998973
llama4scout,original,7195,5.0,4.4,0.7055382777228413
llama4scout,original,3891,5.0,3.6,0.616018324954511
llama4scout,original,721,4.0,3.5,0.70280303366564
llama4scout,original,4797,5.0,5.0,0.7607546086956449
llama4scout,original,13683,9.0,3.6666666666666665,0.38588435025437795
llama4scout,original,11541,3.0,8.666666666666666,0.9937086898263897
llama4scout,original,5062,6.0,4.833333333333333,0.6663867063780647
llama4scout,original,1201,5.0,6.0,0.8329225598595321
llama4scout,original,11260,7.0,3.7142857142857144,0.48527048008883217
llama4scout,original,6111,4.0,3.25,0.6698515564701782
llama4scout,original,7702,5.0,4.6,0.7250275395140692
llama4scout,original,5721,5.0,6.4,0.8558027155778727
llama4scout,original,4047,7.0,8.857142857142858,0.8520264618266946
llama4scout,original,345,4.0,5.25,0.8640796744146161
llama4scout,original,7065,3.0,5.333333333333333,0.9438141852691169
llama4scout,original,3230,0.0,0.0,0.0
llama4scout,original,13596,1.0,5.0,0.999899754967309
llama4scout,original,2702,5.0,3.6,0.616018324954511
llama4scout,original,12358,4.0,6.0,0.9044700003543296
llama4scout,original,723,3.0,5.0,0.9303691714681529
llama4scout,original,1214,6.0,5.5,0.7235908405593221
llama4scout,original,8154,10.0,3.3,0.3182245223383665
llama4scout,original,948,10.0,4.2,0.39657689920341427
llama4scout,original,10486,7.0,4.0,0.5158096264117492
llama4scout,original,9334,5.0,6.0,0.8329225598595321
llama4scout,original,8085,7.0,3.0,0.403615090127592
llama4scout,original,7150,3.0,4.666666666666667,0.9138494194403485
llama4scout,original,2722,4.0,7.75,0.9589485364176876
llama4scout,original,11719,5.0,6.2,0.844748220757281
llama4scout,original,6729,7.0,5.714285714285714,0.6724280447565557
llama4scout,original,5265,4.0,4.75,0.8288773922429453
llama4scout,original,1111,3.0,7.666666666666667,0.9878094888255903
llama4scout,original,11340,5.0,5.6,0.806789922025664
llama4scout,original,3295,5.0,4.8,0.743420937403751
llama4scout,original,11457,4.0,5.5,0.8790497469034001
llama4scout,original,8061,6.0,9.833333333333334,0.9269341146889094
llama4scout,original,6847,3.0,5.666666666666667,0.9547239922927337
llama4scout,original,6878,5.0,4.2,0.6849199781029739
llama4scout,original,9914,8.0,2.875,0.3442679766686569
llama4scout,large,2400,2.0,5.5,0.991634849741338
llama4scout,large,5062,5.0,5.4,0.7923983238844522
llama4scout,large,1214,5.0,4.4,0.7055382777228413
llama4scout,large,515,9.0,5.222222222222222,0.5223767567494481
llama4scout,large,11340,6.0,4.0,0.5820499548410306
llama4scout,large,10499,5.0,2.4,0.4454759849141085
llama4scout,large,9334,2.0,4.5,0.9775342022009266
llama4scout,large,5201,9.0,5.333333333333333,0.5312857719178643
llama4scout,large,6111,4.0,2.75,0.5952677306997588
llama4scout,large,2926,7.0,3.2857142857142856,0.4371630286577889
llama4scout,large,2702,6.0,3.5,0.5243805889562654
llama4scout,large,1111,6.0,3.5,0.5243805889562654
llama4scout,large,948,4.0,2.0,0.4611359842649491
llama4scout,large,345,9.0,2.888888888888889,0.31007772240079795
llama4scout,large,721,2.0,3.5,0.9403764740238472
llama4scout,large,8085,4.0,5.5,0.8790497469034001
llama4scout,large,4797,5.0,3.0,0.5361968300109659
llama4scout,large,1467,10.0,5.2,0.47729897621846734
llama4scout,large,3761,2.0,3.5,0.9403764740238472
llama4scout,large,11260,10.0,4.9,0.45382782798599464
llama4scout,large,4047,9.0,5.333333333333333,0.5312857719178643
llama4scout,large,6878,4.0,7.25,0.9476261994575178
llama4scout,large,7596,4.0,3.25,0.6698515564701782
llama4scout,large,6729,7.0,3.4285714285714284,0.4534996043235448
llama4scout,large,5349,11.0,4.545454545454546,0.3908880577635153
llama4scout,large,10486,6.0,6.166666666666667,0.7723264083680951
llama4scout,large,7150,4.0,4.0,0.760544847685396
llama4scout,large,9418,5.0,2.8,0.5071476267519472
llama4scout,large,11543,4.0,8.0,0.9636735073973529
llama4scout,large,8154,10.0,3.4,0.3271741264131678
llama4scout,large,3230,3.0,6.333333333333333,0.9706895565769862
llama4scout,large,3891,7.0,4.571428571428571,0.5731018606970495
llama4scout,large,4173,5.0,4.8,0.743420937403751
llama4scout,large,11541,6.0,4.333333333333333,0.6175410392444916
llama4scout,large,7195,6.0,6.0,0.7608944773789501
llama4scout,large,5265,5.0,4.8,0.743420937403751
llama4scout,large,7065,9.0,3.111111111111111,0.33219663679765116
llama4scout,large,11457,6.0,2.6666666666666665,0.41671074421007165
llama4scout,large,2722,11.0,3.272727272727273,0.2887943717865695
llama4scout,large,11719,2.0,3.5,0.9403764740238472
llama4scout,large,3295,7.0,3.0,0.403615090127592
llama4scout,large,723,8.0,3.0,0.35794928685212757
llama4scout,large,733,5.0,3.4,0.5906363091998973
llama4scout,large,5540,7.0,3.142857142857143,0.42053279340106575
llama4scout,large,6215,4.0,9.5,0.9826423876946905
llama4scout,large,12358,4.0,5.5,0.8790497469034001
llama4scout,large,5047,5.0,4.2,0.6849199781029739
llama4scout,large,6921,3.0,6.0,0.9635551199895266
llama4scout,large,13683,4.0,3.25,0.6698515564701782
llama4scout,large,6847,7.0,3.0,0.403615090127592
llama4scout,large,11678,6.0,3.8333333333333335,0.5634173782332563
llama4scout,large,8551,9.0,3.6666666666666665,0.38588435025437795
llama4scout,large,10408,8.0,3.75,0.4367153108489706
llama4scout,large,1201,7.0,4.714285714285714,0.5866276548898999
llama4scout,large,9914,7.0,4.857142857142857,0.599833913905728
llama4scout,large,7702,5.0,6.2,0.844748220757281
llama4scout,large,13596,3.0,3.3333333333333335,0.8031484075308158
llama4scout,large,8061,5.0,4.6,0.7250275395140692
llama4scout,large,12423,5.0,5.0,0.7607546086956449
llama4scout,large,5721,7.0,5.142857142857143,0.6252907543498986
qwen3vl,original,733,4.0,7.0,0.940876806546837
qwen3vl,original,8154,4.0,4.0,0.760544847685396
qwen3vl,original,3230,3.0,5.333333333333333,0.9438141852691169
qwen3vl,original,6921,6.0,4.166666666666667,0.6000907329398486
qwen3vl,original,10499,3.0,5.666666666666667,0.9547239922927337
qwen3vl,original,7195,6.0,2.6666666666666665,0.41671074421007165
qwen3vl,original,8085,8.0,2.875,0.3442679766686569
qwen3vl,original,1214,3.0,4.333333333333333,0.8936263675093581
qwen3vl,original,6111,4.0,5.0,0.8474072141058118
qwen3vl,original,11260,8.0,2.625,0.31646643100670274
qwen3vl,original,6729,4.0,2.5,0.5535195826486679
qwen3vl,original,11541,5.0,3.6,0.616018324954511
qwen3vl,original,6215,2.0,5.5,0.991634849741338
qwen3vl,original,2702,2.0,7.0,0.9981133843224367
qwen3vl,original,345,4.0,4.5,0.808330888044811
qwen3vl,original,723,4.0,4.5,0.808330888044811
qwen3vl,original,11543,4.0,4.5,0.808330888044811
qwen3vl,original,11340,2.0,6.5,0.9968991101462736
qwen3vl,original,2722,5.0,3.2,0.5640291275177679
qwen3vl,original,7596,3.0,2.6666666666666665,0.7093805217562799
qwen3vl,original,5540,4.0,5.5,0.8790497469034001
qwen3vl,original,12423,3.0,6.666666666666667,0.9764441132252886
qwen3vl,original,5265,4.0,4.75,0.8288773922429453
qwen3vl,original,3295,5.0,3.6,0.616018324954511
qwen3vl,original,8061,6.0,4.166666666666667,0.6000907329398486
qwen3vl,original,9914,3.0,5.333333333333333,0.9438141852691169
qwen3vl,original,515,5.0,5.6,0.806789922025664
qwen3vl,original,9418,4.0,3.75,0.7329915688790408
qwen3vl,original,7065,3.0,5.0,0.9303691714681529
qwen3vl,original,5201,6.0,3.8333333333333335,0.5634173782332563
qwen3vl,original,3891,4.0,2.75,0.5952677306997588
qwen3vl,original,13683,7.0,5.0,0.6127212478031274
qwen3vl,original,11678,7.0,3.142857142857143,0.42053279340106575
qwen3vl,original,5721,4.0,4.0,0.760544847685396
qwen3vl,original,3761,3.0,4.333333333333333,0.8936263675093581
qwen3vl,original,4797,6.0,2.1666666666666665,0.3456634064590956
qwen3vl,original,8551,6.0,3.1666666666666665,0.4830075734917509
qwen3vl,original,4047,7.0,4.285714285714286,0.5450918194998919
qwen3vl,original,5349,5.0,3.2,0.5640291275177679
qwen3vl,original,6878,6.0,3.8333333333333335,0.5634173782332563
qwen3vl,original,7150,4.0,2.25,0.5087910985706078
qwen3vl,original,9334,5.0,4.2,0.6849199781029739
qwen3vl,original,10486,5.0,4.2,0.6849199781029739
qwen3vl,original,7702,4.0,4.0,0.760544847685396
qwen3vl,original,11457,4.0,2.0,0.4611359842649491
qwen3vl,original,5047,5.0,2.2,0.4129162032860138
qwen3vl,original,948,6.0,4.333333333333333,0.6175410392444916
qwen3vl,original,2926,3.0,5.666666666666667,0.9547239922927337
qwen3vl,original,5062,2.0,7.5,0.9988524354140639
qwen3vl,original,721,8.0,2.125,0.2592399110935987
qwen3vl,original,2400,5.0,3.8,0.6401825682277622
qwen3vl,original,6847,5.0,3.8,0.6401825682277622
qwen3vl,original,1467,6.0,3.1666666666666665,0.4830075734917509
qwen3vl,original,4173,6.0,3.3333333333333335,0.5039831266785365
qwen3vl,original,1111,5.0,7.2,0.8931176393289019
qwen3vl,original,12358,6.0,5.333333333333333,0.7101120599669639
qwen3vl,original,1201,4.0,4.5,0.808330888044811
qwen3vl,original,11719,3.0,7.0,0.9810797174732149
qwen3vl,original,13596,3.0,7.666666666666667,0.9878094888255903
qwen3vl,original,10408,4.0,3.5,0.70280303366564
qwen3vl,large,1201,6.0,3.5,0.5243805889562654
qwen3vl,large,11541,3.0,3.6666666666666665,0.8391110696974248
qwen3vl,large,7195,7.0,3.0,0.403615090127592
qwen3vl,large,3891,5.0,3.0,0.5361968300109659
qwen3vl,large,733,5.0,5.8,0.8202838816974648
qwen3vl,large,8154,9.0,3.3333333333333335,0.3539561160022159
qwen3vl,large,515,8.0,5.0,0.5540592114453677
qwen3vl,large,10499,3.0,5.0,0.9303691714681529
qwen3vl,large,10486,7.0,3.7142857142857144,0.48527048008883217
qwen3vl,large,5062,6.0,4.166666666666667,0.6000907329398486
qwen3vl,large,5721,6.0,3.1666666666666665,0.4830075734917509
qwen3vl,large,5265,5.0,6.0,0.8329225598595321
qwen3vl,large,2400,9.0,3.3333333333333335,0.3539561160022159
qwen3vl,large,3761,6.0,3.5,0.5243805889562654
qwen3vl,large,3295,7.0,4.428571428571429,0.5592564348363973
qwen3vl,large,8061,6.0,6.833333333333333,0.8133993691420995
qwen3vl,large,9914,4.0,3.5,0.70280303366564
qwen3vl,large,7065,4.0,5.5,0.8790497469034001
qwen3vl,large,721,6.0,2.6666666666666665,0.41671074421007165
qwen3vl,large,5047,2.0,2.0,0.7594968017461659
qwen3vl,large,4047,6.0,5.666666666666667,0.7365394569289215
qwen3vl,large,12358,6.0,4.666666666666667,0.6506837713662316
qwen3vl,large,9334,9.0,4.666666666666667,0.47611087502006844
qwen3vl,large,6878,4.0,4.5,0.808330888044811
qwen3vl,large,948,6.0,4.0,0.5820499548410306
qwen3vl,large,7150,5.0,3.8,0.6401825682277622
qwen3vl,large,1467,7.0,4.571428571428571,0.5731018606970495
qwen3vl,large,9418,7.0,4.857142857142857,0.599833913905728
qwen3vl,large,2722,5.0,4.4,0.7055382777228413
qwen3vl,large,5201,6.0,4.5,0.6344038707697881
qwen3vl,large,11457,5.0,2.2,0.4129162032860138
qwen3vl,large,2702,3.0,7.333333333333333,0.9848100841020997
qwen3vl,large,11543,6.0,3.0,0.46146262313113756
qwen3vl,large,6215,7.0,3.142857142857143,0.42053279340106575
qwen3vl,large,13683,5.0,3.8,0.6401825682277622
qwen3vl,large,11719,5.0,5.8,0.8202838816974648
qwen3vl,large,11678,6.0,3.5,0.5243805889562654
qwen3vl,large,7596,3.0,5.333333333333333,0.9438141852691169
qwen3vl,large,11340,4.0,4.25,0.7856065856161589
qwen3vl,large,4173,8.0,3.25,0.3848519908429877
qwen3vl,large,6921,7.0,4.0,0.5158096264117492
qwen3vl,large,6729,5.0,2.4,0.4454759849141085
qwen3vl,large,12423,4.0,6.75,0.9332874150134229
qwen3vl,large,8551,8.0,2.875,0.3442679766686569
qwen3vl,large,11260,9.0,3.4444444444444446,0.3646956596528863
qwen3vl,large,3230,7.0,3.5714285714285716,0.46953702445290096
qwen3vl,large,2926,5.0,5.2,0.7770670098724379
qwen3vl,large,8085,10.0,3.7,0.35366835824310083
qwen3vl,large,10408,5.0,4.0,0.6631431205938949
qwen3vl,large,345,6.0,3.8333333333333335,0.5634173782332563
qwen3vl,large,5349,5.0,3.0,0.5361968300109659
qwen3vl,large,7702,5.0,4.6,0.7250275395140692
qwen3vl,large,5540,6.0,3.3333333333333335,0.5039831266785365
qwen3vl,large,6847,6.0,4.166666666666667,0.6000907329398486
qwen3vl,large,1214,4.0,4.25,0.7856065856161589
qwen3vl,large,1111,6.0,6.0,0.7608944773789501
qwen3vl,large,723,6.0,5.333333333333333,0.7101120599669639
qwen3vl,large,4797,4.0,2.5,0.5535195826486679
qwen3vl,large,6111,5.0,4.2,0.6849199781029739
qwen3vl,large,13596,4.0,6.25,0.9151939249285582
