model,prompt,seed,doc,n_unique_relations,n_total_relations,n_none_relations,none_rate,discourse_diversity
human,large,seed42,story_7065,2,4,0,0.0,0.46211715726000974
human,large,seed42,story_7150,2,4,0,0.0,0.46211715726000974
human,large,seed42,story_7195,2,4,0,0.0,0.46211715726000974
human,large,seed42,story_721,1,4,0,0.0,0.24491866240370913
human,large,seed42,story_723,2,6,0,0.0,0.32151273753163434
human,large,seed42,story_733,1,5,0,0.0,0.197375320224904
human,large,seed42,story_7596,2,5,0,0.0,0.3799489622552249
human,large,seed42,story_7702,2,4,0,0.0,0.46211715726000974
human,large,seed42,story_8061,5,7,0,0.0,0.6133572603953826
human,large,seed42,story_8085,2,5,0,0.0,0.3799489622552249
human,large,seed42,story_8154,1,5,0,0.0,0.197375320224904
human,large,seed42,story_8551,3,4,0,0.0,0.6351489523872873
human,large,seed42,story_9334,1,5,0,0.0,0.197375320224904
human,large,seed42,story_9418,2,5,0,0.0,0.3799489622552249
human,large,seed42,story_948,2,4,0,0.0,0.46211715726000974
human,large,seed42,story_9914,3,4,0,0.0,0.6351489523872873
human,large,seed43,story_10408,3,5,0,0.0,0.5370495669980352
human,large,seed43,story_10486,3,5,0,0.0,0.5370495669980352
human,large,seed43,story_10499,2,4,0,0.0,0.46211715726000974
human,large,seed43,story_1111,1,4,0,0.0,0.24491866240370913
human,large,seed43,story_11260,1,4,0,0.0,0.24491866240370913
human,large,seed43,story_11340,1,4,0,0.0,0.24491866240370913
human,large,seed43,story_11457,3,4,0,0.0,0.6351489523872873
human,large,seed43,story_11541,2,4,0,0.0,0.46211715726000974
human,large,seed43,story_11543,1,4,0,0.0,0.24491866240370913
human,large,seed43,story_11678,2,4,0,0.0,0.46211715726000974
human,large,seed43,story_11719,1,4,0,0.0,0.24491866240370913
human,large,seed43,story_1201,3,4,0,0.0,0.6351489523872873
human,large,seed43,story_1214,2,5,0,0.0,0.3799489622552249
human,large,seed43,story_12358,2,4,0,0.0,0.46211715726000974
human,large,seed43,story_12423,1,5,0,0.0,0.197375320224904
human,large,seed43,story_13596,1,4,0,0.0,0.24491866240370913
human,large,seed43,story_13683,1,5,0,0.0,0.197375320224904
human,large,seed43,story_1467,3,4,0,0.0,0.6351489523872873
human,large,seed43,story_2400,2,4,0,0.0,0.46211715726000974
human,large,seed43,story_2702,1,5,0,0.0,0.197375320224904
human,large,seed43,story_2722,1,4,0,0.0,0.24491866240370913
human,large,seed43,story_2926,1,4,0,0.0,0.24491866240370913
human,large,seed43,story_3230,4,4,0,0.0,0.7615941559557649
human,large,seed43,story_3295,2,4,0,0.0,0.46211715726000974
human,large,seed43,story_345,1,4,0,0.0,0.24491866240370913
human,large,seed43,story_3761,3,4,0,0.0,0.6351489523872873
human,large,seed43,story_3891,2,4,0,0.0,0.46211715726000974
human,large,seed43,story_4047,2,7,0,0.0,0.27818549032570244
human,large,seed43,story_4173,2,7,0,0.0,0.27818549032570244
human,large,seed43,story_4797,3,4,0,0.0,0.6351489523872873
human,large,seed43,story_5047,1,4,0,0.0,0.24491866240370913
human,large,seed43,story_5062,4,4,0,0.0,0.7615941559557649
human,large,seed43,story_515,1,8,0,0.0,0.12435300177159621
human,large,seed43,story_5201,2,8,0,0.0,0.24491866240370913
human,large,seed43,story_5265,2,4,0,0.0,0.46211715726000974
human,large,seed43,story_5349,2,5,0,0.0,0.3799489622552249
human,large,seed43,story_5540,2,4,0,0.0,0.46211715726000974
human,large,seed43,story_5721,3,4,0,0.0,0.6351489523872873
human,large,seed43,story_6111,3,4,0,0.0,0.6351489523872873
human,large,seed43,story_6215,2,6,0,0.0,0.32151273753163434
human,large,seed43,story_6729,3,8,0,0.0,0.35835739835078595
human,large,seed43,story_6847,1,4,0,0.0,0.24491866240370913
human,large,seed43,story_6878,1,4,0,0.0,0.24491866240370913
human,large,seed43,story_6921,1,6,0,0.0,0.16514041292462933
human,large,seed43,story_7065,2,4,0,0.0,0.46211715726000974
human,large,seed43,story_7150,3,4,0,0.0,0.6351489523872873
human,large,seed43,story_7195,1,4,0,0.0,0.24491866240370913
human,large,seed43,story_721,2,4,0,0.0,0.46211715726000974
human,large,seed43,story_723,3,8,0,0.0,0.35835739835078595
human,large,seed43,story_733,2,5,0,0.0,0.3799489622552249
human,large,seed43,story_7596,1,5,0,0.0,0.197375320224904
human,large,seed43,story_7702,2,4,0,0.0,0.46211715726000974
human,large,seed43,story_8061,1,7,0,0.0,0.14189319376693255
human,large,seed43,story_8085,1,5,0,0.0,0.197375320224904
human,large,seed43,story_8154,2,5,0,0.0,0.3799489622552249
human,large,seed43,story_8551,2,7,0,0.0,0.27818549032570244
human,large,seed43,story_9334,1,5,0,0.0,0.197375320224904
human,large,seed43,story_9418,1,5,0,0.0,0.197375320224904
human,large,seed43,story_948,2,4,0,0.0,0.46211715726000974
human,large,seed43,story_9914,3,4,0,0.0,0.6351489523872873
human,large,seed44,story_10408,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_10486,3,5,0,0.0,0.5370495669980352
human,large,seed44,story_10499,3,4,0,0.0,0.6351489523872873
human,large,seed44,story_1111,1,4,0,0.0,0.24491866240370913
human,large,seed44,story_11260,1,4,0,0.0,0.24491866240370913
human,large,seed44,story_11340,3,4,0,0.0,0.6351489523872873
human,large,seed44,story_11457,3,4,0,0.0,0.6351489523872873
human,large,seed44,story_11541,1,4,0,0.0,0.24491866240370913
human,large,seed44,story_11543,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_11678,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_11719,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_1201,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_1214,1,5,0,0.0,0.197375320224904
human,large,seed44,story_12358,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_12423,1,5,0,0.0,0.197375320224904
human,large,seed44,story_13596,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_13683,2,5,0,0.0,0.3799489622552249
human,large,seed44,story_1467,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_2400,4,4,0,0.0,0.7615941559557649
human,large,seed44,story_2702,1,5,0,0.0,0.197375320224904
human,large,seed44,story_2722,1,4,0,0.0,0.24491866240370913
human,large,seed44,story_2926,3,4,0,0.0,0.6351489523872873
human,large,seed44,story_3230,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_3295,1,4,0,0.0,0.24491866240370913
human,large,seed44,story_345,1,4,0,0.0,0.24491866240370913
human,large,seed44,story_3761,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_3891,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_4047,4,7,0,0.0,0.5164076551851798
human,large,seed44,story_4173,3,7,0,0.0,0.4041267397578591
human,large,seed44,story_4797,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_5047,1,4,0,0.0,0.24491866240370913
human,large,seed44,story_5062,3,4,0,0.0,0.6351489523872873
human,large,seed44,story_515,2,8,0,0.0,0.24491866240370913
human,large,seed44,story_5201,4,8,0,0.0,0.46211715726000974
human,large,seed44,story_5265,1,4,0,0.0,0.24491866240370913
human,large,seed44,story_5349,3,5,0,0.0,0.5370495669980352
human,large,seed44,story_5540,1,4,0,0.0,0.24491866240370913
human,large,seed44,story_5721,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_6111,3,4,0,0.0,0.6351489523872873
human,large,seed44,story_6215,2,6,0,0.0,0.32151273753163434
human,large,seed44,story_6729,6,8,0,0.0,0.6351489523872873
human,large,seed44,story_6847,3,4,0,0.0,0.6351489523872873
human,large,seed44,story_6878,1,4,0,0.0,0.24491866240370913
human,large,seed44,story_6921,2,6,0,0.0,0.32151273753163434
human,large,seed44,story_7065,1,4,0,0.0,0.24491866240370913
human,large,seed44,story_7150,3,4,0,0.0,0.6351489523872873
human,large,seed44,story_7195,1,4,0,0.0,0.24491866240370913
human,large,seed44,story_721,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_723,3,8,0,0.0,0.35835739835078595
human,large,seed44,story_733,3,5,0,0.0,0.5370495669980352
human,large,seed44,story_7596,1,5,0,0.0,0.197375320224904
human,large,seed44,story_7702,2,4,0,0.0,0.46211715726000974
human,large,seed44,story_8061,3,7,0,0.0,0.4041267397578591
human,large,seed44,story_8085,4,5,0,0.0,0.664036770267849
human,large,seed44,story_8154,2,5,0,0.0,0.3799489622552249
human,large,seed44,story_8551,4,7,0,0.0,0.5164076551851798
human,large,seed44,story_9334,3,5,0,0.0,0.5370495669980352
human,large,seed44,story_9418,3,4,0,0.0,0.6351489523872873
human,large,seed44,story_948,3,4,0,0.0,0.6351489523872873
human,large,seed44,story_9914,3,4,0,0.0,0.6351489523872873
human,original,,story_10408,2,5,0,0.0,0.3799489622552249
human,original,,story_10486,3,5,0,0.0,0.5370495669980352
human,original,,story_10499,2,4,0,0.0,0.46211715726000974
human,original,,story_1111,2,4,0,0.0,0.46211715726000974
human,original,,story_11260,4,4,0,0.0,0.7615941559557649
human,original,,story_11340,2,4,0,0.0,0.46211715726000974
human,original,,story_11457,2,4,0,0.0,0.46211715726000974
human,original,,story_11541,2,4,0,0.0,0.46211715726000974
human,original,,story_11543,2,4,0,0.0,0.46211715726000974
human,original,,story_11678,2,4,0,0.0,0.46211715726000974
human,original,,story_11719,3,4,0,0.0,0.6351489523872873
human,original,,story_1201,4,4,0,0.0,0.7615941559557649
human,original,,story_1214,2,5,0,0.0,0.3799489622552249
human,original,,story_12358,1,4,0,0.0,0.24491866240370913
human,original,,story_12423,2,5,0,0.0,0.3799489622552249
human,original,,story_13596,3,4,0,0.0,0.6351489523872873
human,original,,story_13683,1,4,0,0.0,0.24491866240370913
human,original,,story_1467,2,4,0,0.0,0.46211715726000974
human,original,,story_2400,2,4,0,0.0,0.46211715726000974
human,original,,story_2702,1,5,0,0.0,0.197375320224904
human,original,,story_2722,3,4,0,0.0,0.6351489523872873
human,original,,story_2926,3,4,0,0.0,0.6351489523872873
human,original,,story_3230,1,4,0,0.0,0.24491866240370913
human,original,,story_3295,1,4,0,0.0,0.24491866240370913
human,original,,story_345,4,4,0,0.0,0.7615941559557649
human,original,,story_3761,3,4,0,0.0,0.6351489523872873
human,original,,story_3891,2,4,0,0.0,0.46211715726000974
human,original,,story_4047,2,7,0,0.0,0.27818549032570244
human,original,,story_4173,4,7,0,0.0,0.5164076551851798
human,original,,story_4797,2,4,0,0.0,0.46211715726000974
human,original,,story_5047,3,4,0,0.0,0.6351489523872873
human,original,,story_5062,1,4,0,0.0,0.24491866240370913
human,original,,story_515,2,9,0,0.0,0.2186350836871213
human,original,,story_5201,4,9,0,0.0,0.4173216500588711
human,original,,story_5265,2,4,0,0.0,0.46211715726000974
human,original,,story_5349,2,5,0,0.0,0.3799489622552249
human,original,,story_5540,2,4,0,0.0,0.46211715726000974
human,original,,story_5721,2,4,0,0.0,0.46211715726000974
human,original,,story_6111,3,4,0,0.0,0.6351489523872873
human,original,,story_6215,3,6,0,0.0,0.46211715726000974
human,original,,story_6729,2,8,0,0.0,0.24491866240370913
human,original,,story_6847,2,4,0,0.0,0.46211715726000974
human,original,,story_6878,2,4,0,0.0,0.46211715726000974
human,original,,story_6921,4,6,0,0.0,0.5827829453479101
human,original,,story_7065,2,4,0,0.0,0.46211715726000974
human,original,,story_7150,1,4,0,0.0,0.24491866240370913
human,original,,story_7195,3,4,0,0.0,0.6351489523872873
human,original,,story_721,3,4,0,0.0,0.6351489523872873
human,original,,story_723,4,9,0,0.0,0.4173216500588711
human,original,,story_733,3,5,0,0.0,0.5370495669980352
human,original,,story_7596,2,5,0,0.0,0.3799489622552249
human,original,,story_7702,2,4,0,0.0,0.46211715726000974
human,original,,story_8061,2,7,0,0.0,0.27818549032570244
human,original,,story_8085,3,5,0,0.0,0.5370495669980352
human,original,,story_8154,4,5,0,0.0,0.664036770267849
human,original,,story_8551,4,7,0,0.0,0.5164076551851798
human,original,,story_9334,1,5,0,0.0,0.197375320224904
human,original,,story_9418,3,5,0,0.0,0.5370495669980352
human,original,,story_948,2,4,0,0.0,0.46211715726000974
human,original,,story_9914,2,4,0,0.0,0.46211715726000974
internvl3,large,,story_10408,2,7,0,0.0,0.27818549032570244
internvl3,large,,story_10486,3,5,0,0.0,0.5370495669980352
internvl3,large,,story_10499,2,4,0,0.0,0.46211715726000974
internvl3,large,,story_1111,1,4,0,0.0,0.24491866240370913
internvl3,large,,story_11260,3,5,0,0.0,0.5370495669980352
internvl3,large,,story_11340,1,4,0,0.0,0.24491866240370913
internvl3,large,,story_11457,1,4,0,0.0,0.24491866240370913
internvl3,large,,story_11541,1,4,0,0.0,0.24491866240370913
internvl3,large,,story_11543,1,4,0,0.0,0.24491866240370913
internvl3,large,,story_11678,1,4,0,0.0,0.24491866240370913
internvl3,large,,story_11719,1,4,0,0.0,0.24491866240370913
internvl3,large,,story_1201,3,7,0,0.0,0.4041267397578591
internvl3,large,,story_1214,2,6,0,0.0,0.32151273753163434
internvl3,large,,story_12358,3,4,0,0.0,0.6351489523872873
internvl3,large,,story_12423,1,5,0,0.0,0.197375320224904
internvl3,large,,story_13596,3,6,0,0.0,0.46211715726000974
internvl3,large,,story_13683,2,5,0,0.0,0.3799489622552249
internvl3,large,,story_1467,2,4,0,0.0,0.46211715726000974
internvl3,large,,story_2400,2,7,0,0.0,0.27818549032570244
internvl3,large,,story_2702,1,5,0,0.0,0.197375320224904
internvl3,large,,story_2722,1,4,0,0.0,0.24491866240370913
internvl3,large,,story_2926,1,5,0,0.0,0.197375320224904
internvl3,large,,story_3230,2,5,0,0.0,0.3799489622552249
internvl3,large,,story_3295,2,5,0,0.0,0.3799489622552249
internvl3,large,,story_345,1,5,0,0.0,0.197375320224904
internvl3,large,,story_3761,1,3,0,0.0,0.32151273753163434
internvl3,large,,story_3891,2,4,0,0.0,0.46211715726000974
internvl3,large,,story_4047,1,5,0,0.0,0.197375320224904
internvl3,large,,story_4173,3,4,0,0.0,0.6351489523872873
internvl3,large,,story_4797,3,6,0,0.0,0.46211715726000974
internvl3,large,,story_5047,1,4,0,0.0,0.24491866240370913
internvl3,large,,story_5062,1,4,0,0.0,0.24491866240370913
internvl3,large,,story_515,2,8,0,0.0,0.24491866240370913
internvl3,large,,story_5201,2,8,0,0.0,0.24491866240370913
internvl3,large,,story_5265,2,8,0,0.0,0.24491866240370913
internvl3,large,,story_5349,1,5,0,0.0,0.197375320224904
internvl3,large,,story_5540,1,4,0,0.0,0.24491866240370913
internvl3,large,,story_5721,2,4,0,0.0,0.46211715726000974
internvl3,large,,story_6111,3,6,0,0.0,0.46211715726000974
internvl3,large,,story_6215,1,6,0,0.0,0.16514041292462933
internvl3,large,,story_6729,2,3,0,0.0,0.5827829453479101
internvl3,large,,story_6847,3,8,0,0.0,0.35835739835078595
internvl3,large,,story_6878,2,7,0,0.0,0.27818549032570244
internvl3,large,,story_6921,2,6,0,0.0,0.32151273753163434
internvl3,large,,story_7065,2,4,0,0.0,0.46211715726000974
internvl3,large,,story_7150,3,4,0,0.0,0.6351489523872873
internvl3,large,,story_7195,5,10,0,0.0,0.46211715726000974
internvl3,large,,story_721,2,4,0,0.0,0.46211715726000974
internvl3,large,,story_723,2,3,0,0.0,0.5827829453479101
internvl3,large,,story_733,1,5,0,0.0,0.197375320224904
internvl3,large,,story_7596,1,5,0,0.0,0.197375320224904
internvl3,large,,story_7702,2,6,0,0.0,0.32151273753163434
internvl3,large,,story_8061,3,7,0,0.0,0.4041267397578591
internvl3,large,,story_8085,2,5,0,0.0,0.3799489622552249
internvl3,large,,story_8154,1,5,0,0.0,0.197375320224904
internvl3,large,,story_8551,1,1,0,0.0,0.7615941559557649
internvl3,large,,story_9334,1,6,0,0.0,0.16514041292462933
internvl3,large,,story_9418,2,5,0,0.0,0.3799489622552249
internvl3,large,,story_948,1,6,0,0.0,0.16514041292462933
internvl3,large,,story_9914,1,6,0,0.0,0.16514041292462933
internvl3,original,,story_10408,1,5,0,0.0,0.197375320224904
internvl3,original,,story_10486,2,5,0,0.0,0.3799489622552249
internvl3,original,,story_10499,2,5,0,0.0,0.3799489622552249
internvl3,original,,story_1111,1,5,0,0.0,0.197375320224904
internvl3,original,,story_11260,3,5,0,0.0,0.5370495669980352
internvl3,original,,story_11340,2,4,0,0.0,0.46211715726000974
internvl3,original,,story_11457,2,5,0,0.0,0.3799489622552249
internvl3,original,,story_11541,1,4,0,0.0,0.24491866240370913
internvl3,original,,story_11543,3,4,0,0.0,0.6351489523872873
internvl3,original,,story_11678,3,4,0,0.0,0.6351489523872873
internvl3,original,,story_11719,2,5,0,0.0,0.3799489622552249
internvl3,original,,story_1201,1,4,0,0.0,0.24491866240370913
internvl3,original,,story_1214,1,6,0,0.0,0.16514041292462933
internvl3,original,,story_12358,1,4,0,0.0,0.24491866240370913
internvl3,original,,story_12423,1,5,0,0.0,0.197375320224904
internvl3,original,,story_13596,1,4,0,0.0,0.24491866240370913
internvl3,original,,story_13683,2,5,0,0.0,0.3799489622552249
internvl3,original,,story_1467,3,5,0,0.0,0.5370495669980352
internvl3,original,,story_2400,2,7,0,0.0,0.27818549032570244
internvl3,original,,story_2702,1,5,0,0.0,0.197375320224904
internvl3,original,,story_2722,1,4,0,0.0,0.24491866240370913
internvl3,original,,story_2926,2,5,0,0.0,0.3799489622552249
internvl3,original,,story_3230,2,5,0,0.0,0.3799489622552249
