model,prompt,seed,doc,n_unique_relations,n_total_relations,n_none_relations,none_rate,discourse_diversity
internvl3,original,,story_3295,1,5,0,0.0,0.197375320224904
internvl3,original,,story_345,2,5,0,0.0,0.3799489622552249
internvl3,original,,story_3761,2,4,0,0.0,0.46211715726000974
internvl3,original,,story_3891,4,8,0,0.0,0.46211715726000974
internvl3,original,,story_4047,2,7,0,0.0,0.27818549032570244
internvl3,original,,story_4173,2,5,0,0.0,0.3799489622552249
internvl3,original,,story_4797,3,4,0,0.0,0.6351489523872873
internvl3,original,,story_5047,2,5,0,0.0,0.3799489622552249
internvl3,original,,story_5062,1,3,0,0.0,0.32151273753163434
internvl3,original,,story_515,3,6,0,0.0,0.46211715726000974
internvl3,original,,story_5201,2,8,0,0.0,0.24491866240370913
internvl3,original,,story_5265,1,4,0,0.0,0.24491866240370913
internvl3,original,,story_5349,1,5,0,0.0,0.197375320224904
internvl3,original,,story_5540,1,4,0,0.0,0.24491866240370913
internvl3,original,,story_5721,1,4,0,0.0,0.24491866240370913
internvl3,original,,story_6111,2,4,0,0.0,0.46211715726000974
internvl3,original,,story_6215,1,5,0,0.0,0.197375320224904
internvl3,original,,story_6729,2,4,0,0.0,0.46211715726000974
internvl3,original,,story_6847,4,4,0,0.0,0.7615941559557649
internvl3,original,,story_6878,2,5,0,0.0,0.3799489622552249
internvl3,original,,story_6921,1,5,0,0.0,0.197375320224904
internvl3,original,,story_7065,2,5,0,0.0,0.3799489622552249
internvl3,original,,story_7150,3,4,0,0.0,0.6351489523872873
internvl3,original,,story_7195,1,4,0,0.0,0.24491866240370913
internvl3,original,,story_721,3,6,0,0.0,0.46211715726000974
internvl3,original,,story_723,1,5,0,0.0,0.197375320224904
internvl3,original,,story_733,1,5,0,0.0,0.197375320224904
internvl3,original,,story_7596,1,5,0,0.0,0.197375320224904
internvl3,original,,story_7702,3,4,0,0.0,0.6351489523872873
internvl3,original,,story_8061,2,8,0,0.0,0.24491866240370913
internvl3,original,,story_8085,2,8,0,0.0,0.24491866240370913
internvl3,original,,story_8154,2,5,0,0.0,0.3799489622552249
internvl3,original,,story_8551,2,4,0,0.0,0.46211715726000974
internvl3,original,,story_9334,1,5,0,0.0,0.197375320224904
internvl3,original,,story_9418,1,5,0,0.0,0.197375320224904
internvl3,original,,story_948,2,6,0,0.0,0.32151273753163434
internvl3,original,,story_9914,3,4,0,0.0,0.6351489523872873
llama4scout,large,,story_10408,1,5,0,0.0,0.197375320224904
llama4scout,large,,story_10486,1,5,0,0.0,0.197375320224904
llama4scout,large,,story_10499,2,4,0,0.0,0.46211715726000974
llama4scout,large,,story_1111,2,4,0,0.0,0.46211715726000974
llama4scout,large,,story_11260,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_11340,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_11457,2,4,0,0.0,0.46211715726000974
llama4scout,large,,story_11541,2,4,0,0.0,0.46211715726000974
llama4scout,large,,story_11543,1,4,0,0.0,0.24491866240370913
llama4scout,large,,story_11678,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_11719,2,4,0,0.0,0.46211715726000974
llama4scout,large,,story_1201,2,4,0,0.0,0.46211715726000974
llama4scout,large,,story_1214,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_12358,1,4,0,0.0,0.24491866240370913
llama4scout,large,,story_12423,2,7,0,0.0,0.27818549032570244
llama4scout,large,,story_13596,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_13683,3,5,0,0.0,0.5370495669980352
llama4scout,large,,story_1467,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_2400,1,3,0,0.0,0.32151273753163434
llama4scout,large,,story_2702,3,5,0,0.0,0.5370495669980352
llama4scout,large,,story_2722,1,4,0,0.0,0.24491866240370913
llama4scout,large,,story_2926,3,4,0,0.0,0.6351489523872873
llama4scout,large,,story_3230,1,4,0,0.0,0.24491866240370913
llama4scout,large,,story_3295,1,4,0,0.0,0.24491866240370913
llama4scout,large,,story_345,3,5,0,0.0,0.5370495669980352
llama4scout,large,,story_3761,1,4,0,0.0,0.24491866240370913
llama4scout,large,,story_3891,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_4047,1,8,0,0.0,0.12435300177159621
llama4scout,large,,story_4173,2,9,0,0.0,0.2186350836871213
llama4scout,large,,story_4797,1,5,0,0.0,0.197375320224904
llama4scout,large,,story_5047,1,4,0,0.0,0.24491866240370913
llama4scout,large,,story_5062,2,4,0,0.0,0.46211715726000974
llama4scout,large,,story_515,3,10,0,0.0,0.2913126124515909
llama4scout,large,,story_5201,3,10,0,0.0,0.2913126124515909
llama4scout,large,,story_5265,2,4,0,0.0,0.46211715726000974
llama4scout,large,,story_5349,2,6,0,0.0,0.32151273753163434
llama4scout,large,,story_5540,2,4,0,0.0,0.46211715726000974
llama4scout,large,,story_5721,1,4,0,0.0,0.24491866240370913
llama4scout,large,,story_6111,1,4,0,0.0,0.24491866240370913
llama4scout,large,,story_6215,2,7,0,0.0,0.27818549032570244
llama4scout,large,,story_6729,2,9,0,0.0,0.2186350836871213
llama4scout,large,,story_6847,3,4,0,0.0,0.6351489523872873
llama4scout,large,,story_6878,1,5,0,0.0,0.197375320224904
llama4scout,large,,story_6921,2,6,0,0.0,0.32151273753163434
llama4scout,large,,story_7065,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_7150,3,6,0,0.0,0.46211715726000974
llama4scout,large,,story_7195,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_721,2,4,0,0.0,0.46211715726000974
llama4scout,large,,story_723,2,10,0,0.0,0.197375320224904
llama4scout,large,,story_733,2,6,0,0.0,0.32151273753163434
llama4scout,large,,story_7596,3,7,0,0.0,0.4041267397578591
llama4scout,large,,story_7702,3,4,0,0.0,0.6351489523872873
llama4scout,large,,story_8061,2,7,0,0.0,0.27818549032570244
llama4scout,large,,story_8085,1,5,0,0.0,0.197375320224904
llama4scout,large,,story_8154,4,5,0,0.0,0.664036770267849
llama4scout,large,,story_8551,3,8,0,0.0,0.35835739835078595
llama4scout,large,,story_9334,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_9418,3,6,0,0.0,0.46211715726000974
llama4scout,large,,story_948,1,4,0,0.0,0.24491866240370913
llama4scout,large,,story_9914,2,6,0,0.0,0.32151273753163434
llama4scout,original,,story_10408,2,5,0,0.0,0.3799489622552249
llama4scout,original,,story_10486,2,5,0,0.0,0.3799489622552249
llama4scout,original,,story_10499,3,4,0,0.0,0.6351489523872873
llama4scout,original,,story_1111,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_11260,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_11340,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_11457,3,4,0,0.0,0.6351489523872873
llama4scout,original,,story_11541,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_11543,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_11678,3,4,0,0.0,0.6351489523872873
llama4scout,original,,story_11719,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_1201,3,4,0,0.0,0.6351489523872873
llama4scout,original,,story_1214,2,5,0,0.0,0.3799489622552249
llama4scout,original,,story_12358,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_12423,1,5,0,0.0,0.197375320224904
llama4scout,original,,story_13596,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_13683,3,5,0,0.0,0.5370495669980352
llama4scout,original,,story_1467,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_2400,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_2702,3,5,0,0.0,0.5370495669980352
llama4scout,original,,story_2722,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_2926,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_3230,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_3295,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_345,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_3761,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_3891,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_4047,2,7,0,0.0,0.27818549032570244
llama4scout,original,,story_4173,2,7,0,0.0,0.27818549032570244
llama4scout,original,,story_4797,3,4,0,0.0,0.6351489523872873
llama4scout,original,,story_5047,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_5062,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_515,2,9,0,0.0,0.2186350836871213
llama4scout,original,,story_5201,3,7,0,0.0,0.4041267397578591
llama4scout,original,,story_5265,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_5349,1,5,0,0.0,0.197375320224904
llama4scout,original,,story_5540,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_5721,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_6111,3,4,0,0.0,0.6351489523872873
llama4scout,original,,story_6215,1,6,0,0.0,0.16514041292462933
llama4scout,original,,story_6729,2,6,0,0.0,0.32151273753163434
llama4scout,original,,story_6847,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_6878,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_6921,1,6,0,0.0,0.16514041292462933
llama4scout,original,,story_7065,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_7150,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_7195,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_721,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_723,3,7,0,0.0,0.4041267397578591
llama4scout,original,,story_733,1,1,0,0.0,0.7615941559557649
llama4scout,original,,story_7596,2,5,0,0.0,0.3799489622552249
llama4scout,original,,story_7702,3,4,0,0.0,0.6351489523872873
llama4scout,original,,story_8061,2,7,0,0.0,0.27818549032570244
llama4scout,original,,story_8085,1,5,0,0.0,0.197375320224904
llama4scout,original,,story_8154,2,5,0,0.0,0.3799489622552249
llama4scout,original,,story_8551,5,7,0,0.0,0.6133572603953826
llama4scout,original,,story_9334,3,5,0,0.0,0.5370495669980352
llama4scout,original,,story_9418,3,6,0,0.0,0.46211715726000974
llama4scout,original,,story_948,1,4,0,0.0,0.24491866240370913
llama4scout,original,,story_9914,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_10408,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_10486,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_10499,3,4,0,0.0,0.6351489523872873
qwen3vl,large,,story_1111,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_11260,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_11340,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_11457,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_11541,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_11543,3,4,0,0.0,0.6351489523872873
qwen3vl,large,,story_11678,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_11719,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_1201,2,3,0,0.0,0.5827829453479101
qwen3vl,large,,story_1214,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_12358,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_12423,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_13596,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_13683,3,5,0,0.0,0.5370495669980352
qwen3vl,large,,story_1467,3,4,0,0.0,0.6351489523872873
qwen3vl,large,,story_2400,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_2702,1,5,0,0.0,0.197375320224904
qwen3vl,large,,story_2722,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_2926,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_3230,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_3295,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_345,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_3761,3,4,0,0.0,0.6351489523872873
qwen3vl,large,,story_3891,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_4047,2,6,0,0.0,0.32151273753163434
qwen3vl,large,,story_4173,2,7,0,0.0,0.27818549032570244
qwen3vl,large,,story_4797,3,4,0,0.0,0.6351489523872873
qwen3vl,large,,story_5047,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_5062,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_515,2,8,0,0.0,0.24491866240370913
qwen3vl,large,,story_5201,2,8,0,0.0,0.24491866240370913
qwen3vl,large,,story_5265,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_5349,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_5540,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_5721,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_6111,3,4,0,0.0,0.6351489523872873
qwen3vl,large,,story_6215,2,6,0,0.0,0.32151273753163434
qwen3vl,large,,story_6729,2,8,0,0.0,0.24491866240370913
qwen3vl,large,,story_6847,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_6878,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_6921,1,6,0,0.0,0.16514041292462933
qwen3vl,large,,story_7065,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_7150,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_7195,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_721,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_723,2,8,0,0.0,0.24491866240370913
qwen3vl,large,,story_733,3,5,0,0.0,0.5370495669980352
qwen3vl,large,,story_7596,1,5,0,0.0,0.197375320224904
qwen3vl,large,,story_7702,3,4,0,0.0,0.6351489523872873
qwen3vl,large,,story_8061,3,7,0,0.0,0.4041267397578591
qwen3vl,large,,story_8085,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_8154,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_8551,2,7,0,0.0,0.27818549032570244
qwen3vl,large,,story_9334,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_9418,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_948,3,4,0,0.0,0.6351489523872873
qwen3vl,large,,story_9914,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_10408,1,5,0,0.0,0.197375320224904
qwen3vl,original,,story_10486,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_10499,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_1111,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_11260,3,4,0,0.0,0.6351489523872873
qwen3vl,original,,story_11340,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_11457,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_11541,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_11543,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_11678,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_11719,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_1201,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_1214,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_12358,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_12423,1,5,0,0.0,0.197375320224904
qwen3vl,original,,story_13596,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_13683,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_1467,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_2400,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_2702,1,5,0,0.0,0.197375320224904
qwen3vl,original,,story_2722,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_2926,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_3230,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_3295,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_345,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_3761,3,4,0,0.0,0.6351489523872873
qwen3vl,original,,story_3891,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_4047,1,7,0,0.0,0.14189319376693255
qwen3vl,original,,story_4173,2,7,0,0.0,0.27818549032570244
qwen3vl,original,,story_4797,3,4,0,0.0,0.6351489523872873
qwen3vl,original,,story_5047,3,4,0,0.0,0.6351489523872873
qwen3vl,original,,story_5062,3,4,0,0.0,0.6351489523872873
qwen3vl,original,,story_515,1,6,0,0.0,0.16514041292462933
qwen3vl,original,,story_5201,3,8,0,0.0,0.35835739835078595
qwen3vl,original,,story_5265,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_5349,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_5540,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_5721,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_6111,3,4,0,0.0,0.6351489523872873
qwen3vl,original,,story_6215,2,6,0,0.0,0.32151273753163434
qwen3vl,original,,story_6729,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_6847,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_6878,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_6921,2,6,0,0.0,0.32151273753163434
qwen3vl,original,,story_7065,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_7150,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_7195,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_721,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_723,2,8,0,0.0,0.24491866240370913
qwen3vl,original,,story_733,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_7596,1,5,0,0.0,0.197375320224904
qwen3vl,original,,story_7702,3,4,0,0.0,0.6351489523872873
qwen3vl,original,,story_8061,1,7,0,0.0,0.14189319376693255
qwen3vl,original,,story_8085,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_8154,1,5,0,0.0,0.197375320224904
qwen3vl,original,,story_8551,1,7,0,0.0,0.14189319376693255
qwen3vl,original,,story_9334,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_9418,1,5,0,0.0,0.197375320224904
qwen3vl,original,,story_948,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_9914,1,4,0,0.0,0.24491866240370913
